file,topic,score
Jonzen-2005-Of sheep and rain_ l.txt,6,0.998507083
VanderPutten-1997-How soil-borne patho.txt,8,0.848671732
Looman-1960-Adaptation of Sorens.txt,8,0.5237832124
Mckenna-1988-A Technique for Samp.txt,3,0.3570239415
Groom-2000-Population type can.txt,2,0.4429304419
Christensen-1963-Herbaceous Vegetatio.txt,3,0.4729353475
MacKenzie-2004-Fish production and.txt,6,0.6793452826
Richner-1992-The Effect of Extra.txt,2,0.6262467729
Ghiselin-1975-Making Environmental.txt,6,0.7920955835
Vilela-2000-The effect of radiat.txt,3,0.7536969271
Cutler-1932-Some factors influen.txt,3,0.4492174809
Stanley-1976-Productivity of Epip.txt,9,0.9977772653
Whitmore-1989-Canopy Gaps and the.txt,4,0.6449071903
Zanette-2005-Brown-headed cowbird.txt,2,0.649021588
Anderson-1978-Concomitant Predatio.txt,5,0.7098313973
Anderson-1966-Mineral Content of M.txt,3,0.9307513396
Usio-2004-Roles of crayfish_ C.txt,5,0.416699754
Dixon-1987-The Political-Econom.txt,4,0.7026234269
Marrs-1978-Chemical and Ecologi.txt,8,0.6669620788
Brock-1967-Relationship between.txt,9,0.7791365163
Peres-Neto-2012-Assessing the effect.txt,6,0.4955230563
Ingwell-2010-The impact of lianas.txt,4,0.9597069047
Gregory-2000-Evolutionary implica.txt,2,0.5891036937
Cuevas-2000-Tree recruitment at.txt,4,0.5855057252
Covington-1980-Leaf Production duri.txt,4,0.3560778873
Peterson-2000-Geographic analysis.txt,10,0.7414561734
Kendeigh-1954-History and Evaluati.txt,4,0.8484312304
Carlson-2010-Community developmen.txt,8,0.9416332538
Stamp-1990-Variation in Food Qu.txt,3,0.3605236949
Schmitt-1986-Light-Dependent Domi.txt,3,0.4715270898
Kramer-1952-Gas Exchange of Cypr.txt,3,0.5798574256
Baroniur.C-1969-Ant Communities of H.txt,6,0.3068473956
Nager-2000-Within-clutch trade-.txt,2,0.7792159931
Brown-2003-Strong context-depen.txt,2,0.5152606253
Utida-1958-On Fluctuations in P.txt,6,0.782675355
Attiwill-1984-Studies of Gas-Excha.txt,3,0.9950267513
"Macfadye.A-1967-Loksa,I - Die Bodenz.txt",6,0.487074977
"Hannon-1987-Poor Acorn Crop, Dom.txt",2,0.5112508366
Carpenter-2002-Ecological futures_.txt,6,0.6543486295
Malmer-2000-Comments by the edit.txt,6,0.9169472621
Norberg-1981-Optimal Flight Speed.txt,7,0.5725725731
Meissner-2000-Ecophysiological stu.txt,3,0.4918043213
Yamawo-2012-Leaf ageing promotes.txt,5,0.5101531538
Gross-1995-Spatial Variation in.txt,8,0.7084065808
Vellend-2003-Dispersal of Trilliu.txt,1,0.6126782916
Arnold-1978-Differential Predati.txt,5,0.6654122598
Ortubay-2000-Threatened fishes of.txt,10,0.6432195569
Pearson-1947-The Rate of Metaboli.txt,2,0.3783474107
Bazely-1989-Lesser Snow Geese an.txt,9,0.44498756
Brickle-2000-Effects of agricultu.txt,1,0.2908007258
Uhler-1961-Mortality of Goldenr.txt,6,0.5849009124
Brandt-2009-Phylogeny and proven.txt,8,0.7411147707
Toetz-1967-Importance of Gamete.txt,7,0.6149923108
Liu-2000-Vegetation of the wo.txt,4,0.6165402375
Taylor-1955-Terrace Formation on.txt,4,0.6960586314
Selaya-2010-Leaves of pioneer an.txt,3,0.6552520751
Bormann-1953-The Statistical Effi.txt,4,0.3884837544
Fierer-2007-Toward an ecological.txt,8,0.5944339064
Stillman-2002-Modelling state-depe.txt,6,0.5218970723
Aerts-1999-Plant-mediated contr.txt,8,0.4951638625
Hardin-1944-Symbiosis of Paramec.txt,9,0.601704682
Naughton-2000-Long-toed salamander.txt,4,0.7668080041
Bernhardt-2002-Dissolved organic ca.txt,9,0.6158053651
"Durand-2000-Origin, radiation, d.txt",10,0.9259329269
Harrison-1989-Long-Distance Disper.txt,1,0.5937467676
Llewellyn-2000-Intra-class variabil.txt,9,0.9469177827
Shefferson-2001-Estimating dormancy.txt,6,0.7370536995
Thomas-1962-The Food and Growth.txt,7,0.4758679084
Barkan-1990-A Field-Test of Risk.txt,1,0.6772720933
Monson-2000-Life history plastic.txt,2,0.7779422669
Bierne-2000-Screening for intron.txt,10,0.9913446964
Marten-1975-Computer-Program for.txt,9,0.5629446612
Cubit-1969-Behavior and Physica.txt,3,0.5842871122
Svendsen-1973-Mirror-Image Stimula.txt,2,0.5556734707
Pearson-2000-Asymmetries in male.txt,2,0.5515954262
Hill-1993-An Energetic Model o.txt,5,0.2703166878
Korablev-2000-Odontological charac.txt,6,0.4603845391
Spear-1998-Natal dispersal in t.txt,2,0.6703871242
"Wangersk.Pj-1967-Webster,W - Serial A.txt",4,0.4925328767
Porter-1967-Composition and Prod.txt,4,0.5612932798
Spies-1988-Coarse Woody Debris.txt,4,0.8039681733
Hollinger-1994-Carbon-Dioxide Excha.txt,3,0.4988737504
Dirzo-1992-The Effects of Gap S.txt,4,0.5277437456
Shaw-2000-Genetic population s.txt,10,0.8679674707
Richards-2000-Differentiation of G.txt,10,0.4313722196
Pennings-2009-Latitudinal variatio.txt,5,0.3658280062
Caraco-1979-Time Budgeting and G.txt,1,0.3332219536
Lancaster-2005-Intraguild omnivory.txt,7,0.5485196955
Webb-1965-Establishment of a B.txt,6,0.4357665193
Snodgrass-2000-Development of expec.txt,6,0.4561163684
Croll-2000-An evaluation of lek.txt,2,0.6362655929
Bodenheimer-1946-The Estrous Cycle of.txt,3,0.4662454923
Bigger-1973-Investigation by Fou.txt,6,0.703407535
"Ofarrell-1973-Reproduction, Growth.txt",2,0.7363183562
Bishop-1962-Lodgepole Pine Rooti.txt,4,0.8674484503
Kerr-2000-Defoliation of an is.txt,4,0.8732693936
Jablonski-2000-Micro- and macroevol.txt,10,0.4871401089
Harper-2000-Isolation of microsa.txt,10,0.9995574291
Chadwick-1984-Temperate Deserts an.txt,4,0.6948318461
Anderson-1973-Soil Factors Affecti.txt,4,0.4693721071
Tremblay-2003-Variation in Blue Ti.txt,2,0.6307375857
Wauters-2000-Interspecific effect.txt,2,0.6654951464
Larsen-1998-An 840-year record o.txt,4,0.6225535951
Gervasi-2012-Predicting the poten.txt,5,0.6171058695
Denslow-2000-Variation in stand s.txt,4,0.82612875
Allen-1971-Multivariate Approac.txt,3,0.6420744907
McDonald-2004-Weather dictates rep.txt,2,0.8245404887
Fajardo-2000-Rehabilitated and wi.txt,6,0.3328164473
Wakefield-2005-Prey addition alters.txt,7,0.3465002492
Shulman-1983-Species Richness and.txt,9,0.3264261723
Coll-1994-Effects of Nonhost P.txt,5,0.680845811
Kinzig-1998-Selection of micro-o.txt,8,0.7617325562
Whittaker-1987-An Application of De.txt,6,0.5016602638
Chiang-1963-Ecology of Insect Sw.txt,4,0.9307500975
Parn-2009-Sex-specific fitness.txt,2,0.5294521842
Barton-2010-Climate warming and.txt,5,0.627569845
Nolan-1990-Timing of Autumn Mig.txt,2,0.672549216
Atkinson-2000-Zonal distribution a.txt,9,0.5584277205
Provan-2000-Novel chloroplast mi.txt,10,0.999778503
Dickman-1968-Some Indices of Dive.txt,8,0.7140046399
"Savard-2000-Modelling risk, trad.txt",6,0.3728293611
Barrera-2000-Structural and funct.txt,3,0.4361437336
Judd-1937-Agropyron smithiiEco.txt,4,0.7726353874
Brown-1973-Changes in Patterns.txt,2,0.8163584638
Brooke-1987-Recent Changes in Ho.txt,2,0.5004088492
de Knegt-2010-Spatial autocorrelat.txt,6,0.9365988986
Perelman-1970-A Plea to Ecologists.txt,4,0.9470433841
Ritchie-1971-Evidence for Error i.txt,3,0.8319272369
Schreiber-2000-Coevolution of contr.txt,5,0.448468903
Ostfeld-1993-Effects of Meadow Vo.txt,4,0.3855444242
Birch-1994-Exploitation of Patc.txt,8,0.5534013329
Gemborys-1970-Forests of Small Str.txt,4,0.530353825
Carlande.KdCarlson-1967-Populations of Hexag.txt,6,0.3552924199
King-1962-The Festuca-Agrostis.txt,8,0.6599564615
Beckage-2003-Influence of the El.txt,3,0.3024717451
Moore-2000-Plant ecology - Alie.txt,1,0.4541190833
Moens-2000-Predation rates and.txt,5,0.8556503993
LescopSinclair-1995-Recent advance of th.txt,4,0.7959308359
Soons-2008-Non-random seed absc.txt,1,0.9277588027
Wijesinghe-2001-Root system size and.txt,8,0.4354816189
"Young-1991-Crown Asymmetry, Tre.txt",4,0.9053988357
Huiskes-1995-Seed Dispersal of Ha.txt,9,0.486693049
Pearson-2009-Frayed at the edges_.txt,3,0.5672057147
Kalisz-1992-Demography of an Age.txt,1,0.4358976046
Niesenbaum-1993-Light or Pollen - Se.txt,3,0.4664111689
Taylor-1965-The Analysis of Poly.txt,6,0.8373676405
Slobodchikoff-1977-Effects of Ammophila.txt,4,0.7041107007
Gay-1982-Seasonal-Changes in.txt,7,0.762056007
Rees-1964-The Flowering Behavi.txt,3,0.9934294532
Godfrey-1954-Tracing Field Voles.txt,2,0.5513893138
"Strickland-2000-Fisheries, habitat.txt",10,0.5555428863
Bernays-1988-On the Evolution of.txt,5,0.9403629944
Peet-1984-Temperate Broad-Leav.txt,4,0.6555687649
Marr-2006-Interactive effects.txt,2,0.7465004211
Hepper-1956-The European Flat Oy.txt,2,0.7148626022
Watson-1984-Effects of Food Enri.txt,7,0.4813158965
Whalen-2000-Earthworm secondary.txt,9,0.5346315305
Shuman-2004-Evidence for the clo.txt,4,0.3865911953
Albon-1987-Early Development an.txt,2,0.8040211142
Perrins-1965-Proceedings of the 1.txt,7,0.6104831389
Nachman-1981-A Simulation-Model o.txt,5,0.472792786
Schwaegerle-1987-Differentiation amon.txt,3,0.3710292356
Heard-2000-Phylogenetically pat.txt,6,0.5550729221
Jones-2000-Adaptive female choi.txt,2,0.9541711352
Pritchard-2000-Valuation of ecosyst.txt,8,0.4349190585
Eggers-1977-Nature of Prey Selec.txt,5,0.8255378036
Muth-2007-Implementation of a.txt,2,0.3283399994
Kelman-2000-Chemical defence of.txt,9,0.9437381149
Elliott-1976-Energetics of Feedin.txt,7,0.6450394703
Moore-1942-Field studies on the.txt,3,0.452216682
"Vanderkist-2000-Indirect, physiologi.txt",2,0.6004546765
Baeten-2009-Low recruitment acro.txt,4,0.6354774837
Rietkerk-2000-Multiscale soil and.txt,8,0.8151142832
Chirhart-2000-Microsatellite marke.txt,10,0.9994501225
Yaber-2002-Effects of sociality.txt,2,0.4768641047
Warburto.Fe-1966-Behavior of Sponge L.txt,9,0.4306391793
Mac Nally-1983-On Assessing the Sig.txt,2,0.4213156611
Efford-2009-Population density e.txt,6,0.9724640402
Donohue-2004-Density-dependent mu.txt,2,0.7370387147
Dugan-2000-Burrowing abilities.txt,9,0.5085337558
Helfman-1991-Energy Trade-Offs an.txt,7,0.7870794004
Jacot-1936-Quantitative litter.txt,4,0.4362580099
Ingram-1995-Senecio Cambrensis R.txt,4,0.3266690095
Lushai-2000-Application of molec.txt,10,0.9982821002
Vonesh-2005-Compensatory larval.txt,5,0.5832894847
van der Heijden-1998-Different arbuscular.txt,8,0.8324847238
Dey-2008-Laboratory evolution.txt,6,0.5134359118
Pettersson-2000-Odor perception in t.txt,5,0.5774579818
Barnes-1954-The Ecology of the S.txt,3,0.3760642598
Gomez-Aparicio-2008-Neighbourhood analys.txt,4,0.2957421027
Doncaster-2000-Extension of ideal f.txt,6,0.6717894942
Suzuki-2003-Spatial and temporal.txt,6,0.5535205477
Drake-2000-An evaluation of res.txt,9,0.4275420987
Primack-1985-Growth-Rates and Pop.txt,4,0.8794274946
"Shubin-2000-Fossils, genes, and.txt",10,0.7180724259
Crick-1986-Effects of Helpers o.txt,7,0.5218312663
Cottam-1949-A Method for Making.txt,4,0.6378165506
Hutchinson-1980-Record of Peat Wasta.txt,4,0.5296803556
Conway-1957-Spore Production in.txt,3,0.4679778364
"Elmqvist-1987-Flowering, Shoot Pro.txt",4,0.4242864605
Grau-2000-Rainfall variability.txt,4,0.772345817
Rawes-1983-Changes in 2 High-Al.txt,4,0.910930041
Hobday-2000-Age of drifting Macr.txt,3,0.5499148506
Choquenot-2003-Landscape complement.txt,7,0.367039921
Wherry-1936-A compilation on fer.txt,3,0.7276050932
Marco-2000-Patterns of flowerin.txt,2,0.2812344748
Dembitsky-2000-Occurrence of volati.txt,9,0.7366379265
McGlinn-2012-Scale dependence in.txt,8,0.5480287749
Nixon-1952-Ecological Studies o.txt,4,0.5789835044
Mcelhone-1978-Population Study of.txt,6,0.3900965701
Atkinson-2002-Sambucus nigra L.txt,3,0.4493112143
"Moller-2005-Condition, reproduct.txt",2,0.6985363069
Mcquate-1956-Photosynthesis and R.txt,3,0.5986065885
Sims-2012-Levy flight and Brow.txt,5,0.4373576064
Bayly-1972-CorrectionEcologyEco.txt,9,0.392201072
Clymo-1965-Experiments on Break.txt,3,0.5804030536
Harrison-1964-Factors Affecting Ab.txt,3,0.3312581803
Willott-2000-Effects of selective.txt,4,0.6938641281
Cork-2000-Improving habitat mo.txt,10,0.5577374614
Winstanley-2000-Morphological change.txt,2,0.7863262638
Cooney-2000-Inbreeding avoidance.txt,2,0.882936259
Andersen-1989-Impact of Insect Pre.txt,1,0.4419799239
Kramer-1978-Reproductive Seasona.txt,2,0.5510832296
Rickard-2010-Food availability at.txt,2,0.5925362474
Monaghan-1989-The Relationship bet.txt,2,0.5636064661
"James-1991-Soil, Nitrogen, Phos.txt",8,0.65552208
Jewson-1982-Adenylate Energy-Cha.txt,9,0.7007119498
Talbot-1946-Daily Fluctuations i.txt,3,0.6057196413
Jenneckens-2000-Evidence of mitochon.txt,10,0.9503109002
Beaulieu-1996-The growth response.txt,3,0.4159288789
"Slobodkin-1993-Hutchinson,George,Ev.txt",6,0.3651137633
Ricker-1945-Natural Mortality am.txt,2,0.7694190194
Relyea-2001-The relationship bet.txt,5,0.9992325941
Hails-1979-Reproductive Energet.txt,2,0.5526674888
Abrams-1982-Notes on the Measure.txt,2,0.5048891746
Matos-1999-The role of density.txt,6,0.6803335528
Stillman-1996-Shape of the interfe.txt,6,0.8455766634
Waser-2000-Outbreeding depressi.txt,1,0.3603402706
Congiu-2000-The use of random am.txt,10,0.7139325762
Polis-1980-Population Biology o.txt,2,0.5015375067
Reich-2001-Fire and vegetation.txt,8,0.4344886585
Bjornstad-1998-Effects of habitat p.txt,1,0.2616237125
Shaffer-1992-Vegetation Dynamics.txt,4,0.4885292328
Sabo-2004-Efficacy of simple v.txt,6,0.9991984053
Hargreaves-2010-Native pollen thieve.txt,1,0.7061807187
Colwell-2000-Rensch's rule crosse.txt,2,0.9528722832
Roughton-1972-Shrub Age Structures.txt,4,0.7007918194
John-1959-Ecology of the Chub.txt,9,0.3422213714
Kochy-1997-Litter decomposition.txt,8,0.7232016598
Thompson-2003-Impacts on stream fo.txt,8,0.3648397368
Robles-1981-Influence of Biotic.txt,5,0.4516601957
Nystrand-2010-Habitat-specific dem.txt,6,0.6342871795
Antrop-2000-Background concepts.txt,10,0.8377727423
Jost-2010-Independence of alph.txt,8,0.5178752634
Singh-2000-Environmental conseq.txt,3,0.3104125361
Pfennig-2000-Evolution of male ma.txt,2,0.9542140795
Hamilton-1937-Activity and home ra.txt,2,0.9408172096
Uriarte-2011-Disentangling the dr.txt,1,0.6056592158
Wharfe-1977-Ecological Survey of.txt,9,0.7365018277
Matlack-2000-The swift fox in ran.txt,2,0.7843762129
Merkle-1952-An Analysis of a Pin.txt,4,0.8279843004
Getis-1987-2nd-Order Neighborho.txt,6,0.7099479106
Davies-2000-The impact of phosph.txt,7,0.4614449625
Zimmermann-2009-Chemical niche diffe.txt,8,0.3341291958
Vohra-1971-Zonation on a Tropic.txt,3,0.3682897275
Adams-1974-Seasonal Production.txt,9,0.5426865011
Pringle-1990-Nutrient Spatial Het.txt,7,0.3596777036
Cooper-1971-Bluegills Dominate P.txt,2,0.6601201304
Ganf-1982-Vertical Separation.txt,9,0.5308394465
Maestre-2010-Is the patch size di.txt,8,0.3925519213
Brisbin-1970-A Determination of L.txt,2,0.4765477018
Markowski-1959-The Cooling Water of.txt,3,0.7229841365
Geffen-2000-Are incubation and f.txt,2,0.8164158127
Leishman-2005-Experimental evidenc.txt,1,0.3942529403
Newton-1977-Spacing of Sparrowha.txt,4,0.4472973355
Bonadonna-2000-Foraging routes of A.txt,1,0.6784914945
Graham-1945-Season of Attachment.txt,3,0.6043065233
Anthony-2000-Lipid content and en.txt,7,0.5201766013
Luff-1966-Abundance and Divers.txt,4,0.2852249367
Declerck-2005-Multi-group biodiver.txt,8,0.665188606
Tramer-1975-Regulation of Plant.txt,8,0.7917828101
Oswood-2000-Distributions of fre.txt,9,0.3548152499
Jenkins-2000-Correlation of mitoc.txt,10,0.812853056
Scott-1994-The Effect of Larval.txt,2,0.9429421996
Moodley-2000-Ecological significa.txt,9,0.9000401572
"Hessen-2002-Light, nutrients, an.txt",7,0.447932794
Hastings-1989-Within-Patch Dynamic.txt,6,0.7847535199
Larsson-1994-Population-Dynamics.txt,2,0.9292769322
Santelices-2000-A reassessment of th.txt,1,0.1
South-2000-Simulating the propo.txt,6,0.6529595507
Harcourt-2000-Latitude and latitud.txt,6,0.7764008483
Duggins-1980-Kelp Beds and Sea Ot.txt,9,0.3606096024
Oien-1996-The risk of parasiti.txt,4,0.3207004464
Chamberlain-2000-Characteristics of r.txt,4,0.918161728
Smith-1977-Influences of Season.txt,3,0.9982315332
Mccoy-1994-Effects of Fragmenta.txt,10,0.5070200644
Sullivan-1983-Demographic Response.txt,2,0.6821068639
Thompson-2007-Food webs and intrag.txt,5,0.489041658
Rees-2000-Distribution of the.txt,4,0.5319172417
Power-2000-What enables trophic.txt,7,0.3974666115
Stachowicz-2000-Hydroid defenses aga.txt,5,0.5334701158
Berntson-2000-Characterizing the s.txt,8,0.3752124636
Hargrave-1970-Utilization of Benth.txt,9,0.775741736
"Kawata-1988-Mating Success, Spat.txt",2,0.9892016719
Inouye-1981-On the Ecological Me.txt,2,0.5277029931
Ehrlen-2000-The dynamics of plan.txt,6,0.4580517008
Merrill-2008-Combined effects of.txt,6,0.3612229928
Martin-1957-The Pleistocene Hist.txt,4,0.8788502027
Congdon-1980-Nutrient Pools of an.txt,7,0.4032935008
Lee-2008-Floral resources imp.txt,5,0.4615902914
Hooper-1982-Mat Water Phosphorus.txt,9,0.5227601541
Daszak-2000-Wildlife ecology - E.txt,10,0.5377690685
Winnie-2008-Habitat quality and.txt,6,0.3594441774
Petersen-2000-Collembola populatio.txt,8,0.5912548405
Hopkins-1962-Vegetation of the Ol.txt,4,0.9991897552
Goodwin-1958-Needs for Ecologic W.txt,2,0.3044548916
Shreve-1937-Thirty years of chan.txt,4,0.4813330703
Fosberg-1959-Upper Limits of Vege.txt,4,0.9778868438
Ings-2009-Ecological networks.txt,7,0.3416276636
Lecomte-2009-A link between water.txt,3,0.3423314885
Billings-1957-Composition of a Sta.txt,4,0.945717917
Bridgham-2008-Rapid Carbon Respons.txt,9,0.4030626169
Reynolds-2008-How many animals rea.txt,6,0.6204756588
Williams-2000-Spatial synchrony of.txt,6,0.7891290192
Crow-2005-Sources of Co-2 emis.txt,8,0.4916349239
Haack-2000-Evidence for predomi.txt,10,0.6015780932
Schlesinger-2000-Carbon sequestration.txt,8,0.5905963199
Hough-1951-The Effect of Wind o.txt,4,0.8349545058
Raine-2002-Spatial structuring.txt,5,0.5006002516
Copeland-1955-The Interrelations o.txt,8,0.4687902927
Emms-1993-On Measuring Fitness.txt,2,0.5315179379
Reche-2000-Modeled effects of d.txt,9,0.809745309
Tompkins-1999-Host resources gover.txt,5,0.6309751601
Rebertus-1989-Longleaf Pine Pyroge.txt,4,0.6435709936
Szeicz-1995-Recent White Spruce.txt,4,0.5090958273
Eberhardt-2002-A paradigm for popul.txt,6,0.9767289659
Mysterud-2000-Diet overlap among r.txt,2,0.5103168872
Snyder-1960-Reproductive-Cycle a.txt,2,0.9317719904
Strauss-1997-Linking herbivory an.txt,5,0.8103922103
Potter-1956-The Microbiology of.txt,9,0.4590121401
Slocum-2000-Logs and fern patche.txt,4,0.8516269613
Mayhew-1966-Reproduction in Aren.txt,2,0.6365842593
"Ranwell-1959-Newborough-Warren, A.txt",3,0.4808474603
Austin-2006-Stomach temperature.txt,2,0.3607525624
Bellows-1982-Simulation-Models fo.txt,6,0.789625663
Kellman-1979-Soil Enrichment by N.txt,4,0.5669659349
Rice-1960-Seed Dispersal and M.txt,8,0.4860777105
Sjoling-2000-Detecting human bact.txt,10,0.6718361324
Ylonen-2003-Weasels' (Mustela ni.txt,2,0.5358812289
Chiappini-2000-Differing morphology.txt,2,0.6358015696
Rodewald-2008-Urban flight_ unders.txt,6,0.4720313678
Marshall-1954-Factors Controlling.txt,6,0.2912855218
Peacor-2006-Experimental and mod.txt,2,0.7990505845
Dale-2000-Lacunarity analysis.txt,6,0.9368699084
Zapata-2000-A long-term study on.txt,10,0.528910232
Jupp-1977-Limitations of Macro.txt,7,0.4677704573
Fenner-2011-Using social network.txt,6,0.550035766
Sequeira-2000-Evolutionary assembl.txt,10,0.5694127403
Labeelund-1993-Spatial Segregation.txt,2,0.3877847319
Belovsky-1981-Food Plant-Selection.txt,7,0.3979601125
Kampp-2000-Breeding density and.txt,2,0.5419846209
Chesney-2000-Louisiana estuarine.txt,9,0.7136227952
Whitehead-1954-A Study of the Relat.txt,4,0.71746444
Risbey-2000-The impact of cats a.txt,5,0.4672819793
Gilbert-2012-Joint consequences o.txt,8,0.6294523491
"Buza-2000-Genetic erosion, inb.txt",10,0.6339016814
Niitepold-2009-Flight metabolic rat.txt,1,0.3326776188
Szymura-2000-Mitochondrial DNA va.txt,10,0.9976798429
Helgason-2007-Specificity and resi.txt,8,0.5232116849
Blackburn-2006-Variations on a them.txt,6,0.8220701289
Zweifel-1957-Studies on the Criti.txt,3,0.7763350639
Harder-2000-The mating consequen.txt,2,0.6022566934
Hess-2000-The colonization his.txt,10,0.7507093706
Nakashizuka-1989-Role of Uprooting in.txt,4,0.8594078526
Mitchell-1964-Study of Sympatry in.txt,5,0.352069375
Pennings-2001-Latitudinal differen.txt,5,0.4188608975
Sexton-1958-The Relationship bet.txt,4,0.5261725722
Glover-1962-Light Rainfall and P.txt,4,0.6478189383
Saitoh-1981-Control of Female Ma.txt,2,0.9453930078
Sorvig-2000-The art of landscape.txt,10,0.6978282901
"Saino-2002-Mate fidelity, senes.txt",2,0.9987651846
Hickman-1977-Energy Allocation an.txt,3,0.3155239458
Egler-1949-Herbicide Effects in.txt,4,0.8286540141
Fisk-2002-Using anthropogenic.txt,7,0.5618458436
Thomas-1960-Changes in Vegetatio.txt,4,0.9205778508
Murrill-1940-Ecologic notes on th.txt,4,0.628082083
Chapman-2000-Interdemic variation.txt,6,0.4388863366
Bernays-2000-Plant secondary comp.txt,5,0.4977323441
Murray-1998-The macroecology of.txt,2,0.6265622815
Gee-1982-Resource Utilization.txt,2,0.4292560716
Bertness-1984-Habitat and Communit.txt,9,0.5001764032
Eubanks-2000-Host plants mediate.txt,5,0.9990554166
Tinsley-1975-Former Woodland of N.txt,4,0.6911981161
Smith-2000-River ice and its ro.txt,4,0.892304275
Garrison-2000-Dietary guild struct.txt,5,0.549857237
Davies-2000-Which traits of spec.txt,10,0.3652636813
Karban-2012-Long-term demographi.txt,5,0.6192205037
Wolf-2000-Use of saguaro fruit.txt,3,0.3887514315
Bartholomew-1954-Temperature Regulati.txt,3,0.8516528993
Peay-2010-Evidence of dispersa.txt,8,0.4778211275
Schmid-1987-Clonal Integration a.txt,6,0.3282065904
Hopkins-1950-Differential Flotati.txt,4,0.396056782
Harper-1957-Senecio-Jacobaea L.txt,4,0.6723844326
Kaspari-2004-Using the metabolic.txt,6,0.3424237048
Aliaume-2000-Growth of juvenile C.txt,3,0.3554354885
Mares-1978-Granivory in North a.txt,1,0.6453399261
Holland-1969-Weight Dynamics of E.txt,4,0.6369155624
Clinton-1993-Canopy Gap Character.txt,4,0.8143645735
"Brown-1960-Ants, Acacias and Br.txt",4,0.5435906542
Hansson-2000-Edge structures and.txt,4,0.8118244975
Davidson-1977-Species-Diversity an.txt,2,0.4247004519
de Kroon-2012-Root responses to nu.txt,8,0.9064863055
Lugo-1973-Impact of Leaf Cutte.txt,3,0.4079486422
Frampton-2000-Effects of spring dr.txt,8,0.5348844655
Rose-1974-Population Estimates.txt,6,0.4450287019
Crowl-2001-Freshwater shrimp ef.txt,7,0.3023657648
Bowman-2000-The spatial scale of.txt,6,0.8071235878
Rishbeth-1948-The Flora of Cambrid.txt,4,0.4014292178
Aronson-1989-Brittlestar Beds - L.txt,5,0.5379077757
Massei-2000-Chemical and morphol.txt,4,0.541342145
Johnston-1990-Aquatic Patch Creati.txt,6,0.6123043419
Malard-2000-Physico-chemical het.txt,3,0.4316028556
Grime-2007-Plant strategy theor.txt,8,0.5444758488
Roininen-1989-Host Selection and L.txt,5,0.8590085832
Fraser-1982-Experimental Evaluat.txt,5,0.878638243
Regel-1947-The Bogs and Swamps.txt,4,0.7890881406
Mcclure-1980-Foliar Nitrogen - a.txt,7,0.4731873027
Lewis-1965-The Science of Smell.txt,3,0.3711206905
Grafius-1980-Population-Dynamics.txt,7,0.3492804448
Swales-2000-Temporal and spatial.txt,9,0.4843292837
Garrido-2005-Pre- and post-germin.txt,1,0.4398097091
Witman-2008-The Relation between.txt,8,0.5736883337
Gillis-2008-Life history correla.txt,2,0.7277595635
Guiller-2000-Highly polymorphic m.txt,10,0.9858485491
Tallis-1973-Terrestrialization o.txt,9,0.7044273099
Miller-2008-Exploring climatic a.txt,4,0.381139192
Cole-1979-Nutrition and Popula.txt,2,0.4413162514
Whitcraft-2007-Regulation of benthi.txt,9,0.4755964971
Juday-1936-ZooplanktonEcologyEc.txt,9,0.489847085
Woodhead-1951-Subularia-L.txt,4,0.4089201002
Hasegawa-2000-Dissolved organic ni.txt,9,0.6672561084
Gallagher-2010-Evidence for climati.txt,1,0.5737149524
Morris-1959-Single-Factor Analys.txt,6,0.9756745603
Walton-1992-Growth-Related Const.txt,2,0.5499603967
Elton-1932-Orientation of the n.txt,4,0.9653749436
Gilbert-1977-Defenses of Males ag.txt,5,0.5313047784
Bartholomew-1953-A Field Study of Tem.txt,3,0.8945100605
Krogh-1940-A micro-climate reco.txt,3,0.9289805114
Huss-2011-Experimental evidenc.txt,5,0.7362309591
Allee-1949-Group Survival Value.txt,3,0.4279924651
Jackson-2000-Habitat relationship.txt,4,0.4559707063
de Mazancourt-2000-Effect of herbivory.txt,8,0.7130919756
Ambuel-1983-Area-Dependent Chang.txt,4,0.6894485033
Schon-2000-Persistence of asexu.txt,10,0.8191363966
Bragg-1943-Observations on the.txt,4,0.4268527807
McGill-2006-Empirical evaluation.txt,6,0.7498762642
Laerm-1974-Functional-Analysis.txt,2,0.5565193015
Leslie-2005-Positive intraspecif.txt,2,0.3543125108
Geber-1985-The Relationship of.txt,1,0.5807078528
Badyaev-2000-Sexual dimorphism in.txt,2,0.9712042688
Connolly-2011-Phylogenetically div.txt,8,0.9020649337
Berkes-2000-Comparative aspects.txt,10,0.3737698163
Bergeron-2011-Individual quality_.txt,2,0.7740201934
Baskin-1968-Light Relations of P.txt,3,0.6888738755
Garnier-2001-Evolutionary signifi.txt,3,0.2955033789
Pokarzhevskii-2000-Trophic structure of.txt,8,0.50272216
Nelson-2008-Ecological and physi.txt,9,0.5757745381
Pinelalloul-1988-Spatial Heterogeneit.txt,6,0.7051816809
Molis-2006-Inducible responses.txt,5,0.8030891095
O'hara-2000-Patterns of distribu.txt,9,0.4284094123
Bonny-1976-Recruitment of Polle.txt,9,0.5448882139
Anderson-1974-Habitat Selection of.txt,4,0.4983902284
Steinaker-2005-Belowground litter c.txt,8,0.4157924576
Snead-1966-Vegetation Types in.txt,4,0.8018543309
Chipika-2000-Deforestation of woo.txt,10,0.4111200685
